categoria,nombre,url,precio,fecha,rating
brunch,Brunch en Museo Chicote,https://feverup.com/m/96944,"Desde
29,00 €",16 abr - 25 jun,4.3
brunch,Rita's Brunch by Martini: terraceo en Autocine Madrid,https://feverup.com/m/84063,"Desde
5,00 €",15 abr - 28 may,4.2
brunch,RIU Plaza España: Brunch con las mejores vistas de Madrid,https://feverup.com/m/108567,"35,00 €",16 abr - 31 dic,4.5
brunch,"Drag Saturdays en Lola 09: brunch, bingo y drag queens",https://feverup.com/m/91959,"28,00 €",29 abr - 24 jun,4.4
brunch,El brunch más osado con sabor japo-peruano en Osadía Nikkei 14,https://feverup.com/m/124758,"Desde
25,00 €",15 abr - 30 dic,4.3
brunch,Brunch de fin de semana en BiBo Madrid de Dani García,https://feverup.com/m/91901,"39,00 €",23 abr - 11 jun,4.7
brunch,"Brunch ""Madrid"" en Le Pain Quotidien",https://feverup.com/m/123965,"15,55 €",14 abr - 02 mar,4.6
brunch,"Brunch, Spa & Masaje en el Hotel Hospes 5*",https://feverup.com/m/114638,"Desde
89,00 €",,5.0
brunch,BBQ Brunch en el Rooftop de Casa Suecia,https://feverup.com/m/109634,"Desde
34,00 €",16 abr - 31 dic,4.6
brunch,Brunch a la brasa en Leña Madrid,https://feverup.com/m/126436,"45,00 €",22 abr - 11 jun,4.9
brunch,Brunch en terraza con vistas al Palacio Real,https://feverup.com/m/93601,"24,00 €",15 abr - 28 may,4.5
brunch,Lavapiés: brunch degustación en Citynizer Plaza + visita a Kaicao,https://feverup.com/m/112500,"Desde
24,00 €",15 abr - 31 dic,4.7
brunch,"Brunch en La barra del Comercial, Mercado de San Antón",https://feverup.com/m/122581,"26,00 €",15 abr - 15 oct,4.8
brunch,Brunch en El Café de la Ópera,https://feverup.com/m/126974,"28,00 €",14 abr - 31 may,4.0
brunch,Casa Suecia: Bubble Brunch con opción de cóctel y DJ,https://feverup.com/m/92243,"Desde
30,00 €",23 abr - 31 dic,4.6
brunch,El brunch más Descarao en Plaza de España,https://feverup.com/m/103070,"Desde
25,00 €",15 abr - 31 dic,4.6
brunch,Habanera: ¡fin de semana de brunch!,https://feverup.com/m/89719,"25,00 €",16 abr - 30 sept,4.5
brunch,Brunch Flamenco con cóctel y show en directo,https://feverup.com/m/112940,"33,00 €",23 abr - 25 jun,4.7
brunch,"Brunch, Spa & Masaje en el Hotel Hospes 5*",https://feverup.com/m/114638,"Desde
89,00 €",,5.0
brunch,Brunch by Goutdhestia & DJ: el brunch más cool de Madrid,https://feverup.com/m/125040,"Desde
35,00 €",16 abr - 17 dic,5.0
brunch,Brunch de fin de semana con burbujas en El Pil Pil,https://feverup.com/m/127888,"18,50 €",16 abr - 30 jul,
brunch,La Terraza de Colón: el nuevo brunch saludable de moda,https://feverup.com/m/103169,"Desde
29,95 €",15 abr - 30 jul,3.6
brunch,"Bule Bule, Chueca: brunch musical con DJ e improvisaciones",https://feverup.com/m/95227,"32,00 €",16 abr - 09 jul,4.6
brunch,Brunch con champagne en la terraza de La Espumosa,https://feverup.com/m/112228,"28,00 €",15 abr - 31 dic,4.5
brunch,Brunch castizo en Casa Orellana,https://feverup.com/m/127886,"26,00 €",06 may - 28 ene,
brunch,Perrachica: ¡delicioso brunch en pleno Chamberí!,https://feverup.com/m/96258,"25,00 €",15 abr - 09 jul,4.6
brunch,Frida: ¡delicioso brunch del Grupo Larrumba!,https://feverup.com/m/89763,"22,00 €",22 - 30 abr,4.6
brunch,Brunch salado y dulce con copa en Café de la Cruz,https://feverup.com/m/93939,"Desde
18,00 €",14 abr - 31 dic,4.5
brunch,Pipa&Co Chamartín: ¡delicioso brunch del Grupo Larrumba!,https://feverup.com/m/89766,"22,00 €",15 abr - 09 jul,4.6
brunch,Brunch de fin de semana en BiBo Madrid de Dani García,https://feverup.com/m/91901,"39,00 €",23 abr - 11 jun,4.7
brunch,Delicioso brunch en Viva Burger,https://feverup.com/m/122338,"Desde
18,50 €",14 abr - 23 nov,4.5
brunch,Desayuno en Mafrens: pancakes y smoothies,https://feverup.com/m/119207,"15,00 €",17 abr - 29 sept,4.4
brunch,Marieta: ¡el brunch de moda del Grupo Larrumba!,https://feverup.com/m/58132,"25,00 €",16 abr - 25 jun,4.6
brunch,Brunch en Café Comercial,https://feverup.com/m/73625,"30,00 €",15 abr - 30 sept,4.6
brunch,Brunch vegetariano en Mafrens Madrid,https://feverup.com/m/116921,"20,00 €",14 abr - 21 jul,
brunch,Brunch asiático con cóctel en Baan restaurante,https://feverup.com/m/119257,"30,00 €",15 abr - 30 jul,3.8
brunch,Pipa&Co Aravaca: ¡delicioso brunch del Grupo Larrumba!,https://feverup.com/m/89721,"22,00 €",15 abr - 09 jul,4.4
brunch,Pizzart: brunch italiano para 2,https://feverup.com/m/95506,"44,80 €",15 abr - 31 oct,4.6
brunch,Menú brunch para 2 con cócteles en Poke Friendly,https://feverup.com/m/115267,"26,00 €",15 abr - 02 jul,
deportes-aventura,WOW 9. El camino del Guerrero: el mejor espectáculo de MMA,https://feverup.com/m/128137,"Desde
35,00 €",20 may,
deportes-aventura,¡Alquiler de bicis por Madrid!,https://feverup.com/m/94384,"15,50 €",14 - 25 abr,
deportes-aventura,Polar Sound Festival próximas ediciones y novedades - Lista de espera,https://feverup.com/m/82665,,,
deportes-aventura,"Tarde de cine, bolos y minigolf en el Palacio de Hielo",https://feverup.com/m/105522,"Desde
15,00 €",17 abr - 28 dic,4.7
deportes-aventura,Esquí en La Pinilla: La nieve más cercana de Madrid,https://feverup.com/m/126183,"Desde
25,00 €",15 abr - 31 may,4.3
deportes-aventura,Dos horas de Beer Pong con barra libre de vino,https://feverup.com/m/126278,"22,00 €",16 abr - 31 dic,
deportes-aventura,Territorio Atleti: museo + tour por el Cívitas Metropolitano,https://feverup.com/m/116692,"24,00 €",14 abr - 27 ago,4.8
deportes-aventura,Liga oficial de beer pong: 3 horas de juego + 2 bebidas,https://feverup.com/m/109739,"20,00 €",20 abr - 28 dic,5.0
deportes-aventura,Golf Gourmet Experience: la nueva bolera de golf,https://feverup.com/m/96585,"Desde
10,00 €",02 may - 31 dic,4.4
deportes-aventura,Ruta a caballo en un entorno único,https://feverup.com/m/74440,"Desde
20,00 €",,4.7
deportes-aventura,Le Max Wellness Club: experiencias de fitness y spa,https://feverup.com/m/93625,"Desde
50,00 €",14 abr - 31 dic,
deportes-aventura,Ruta a caballo para 2 personas,https://feverup.com/m/88867,"60,00 €",16 abr - 31 dic,4.9
deportes-aventura,Simulador de golf para 2 + cervezas en H0 Golf House Madrid,https://feverup.com/m/114448,"45,00 €",14 abr - 11 may,
deportes-aventura,Paseo a caballo con almuerzo y alojamiento para 2 personas,https://feverup.com/m/88868,"145,00 €",15 abr - 31 dic,4.9
deportes-aventura,Perrotón Madrid 2023 Nicka Run contra el Abandono y Maltrato Animal,https://feverup.com/m/67191,"Desde
10,00 €",08 oct,4.7
deportes-aventura,Paseo a caballo por la sierra y cata de vinos con cóctel,https://feverup.com/m/94608,"160,00 €",,
deportes-aventura,2 horas en un simulador de golf para 4 + cervezas,https://feverup.com/m/114450,"90,00 €",14 abr - 11 may,
deportes-aventura,Ruta a caballo de fin de semana para 2,https://feverup.com/m/88869,"210,00 €",15 abr - 31 dic,5.0
deportes-aventura,Una clase particular en H0 Golf House Madrid,https://feverup.com/m/114447,"70,00 €",14 abr - 11 may,
teatro-eslava,BomBom Urban Club en Teatro Eslava,https://feverup.com/m/121794,"Desde
15,00 €",14 abr - 26 may,4.4
teatro-eslava,OléOlá El mejor musical flamenco del mundo by Cristina Hoyos,https://feverup.com/m/110531,"Desde
46,75 €",14 abr - 26 may,4.6
teatro-eslava,Zebra Club en Teatro Eslava,https://feverup.com/m/121709,"Desde
15,00 €",15 abr,4.3
teatro-eslava,Charlie Cunningham en concierto en Teatro Eslava,https://feverup.com/m/121885,"25,00 €",14 may,
teatro-eslava,The New Raemon en concierto en Teatro Eslava,https://feverup.com/m/123298,"25,00 €",23 abr,
musicales,Pagagnini de Yllana en Gran Teatro CaixaBank Príncipe Pío,https://feverup.com/m/127885,"Desde
22,00 €",04 - 13 ago,
musicales,Maestrissimo de Yllana en Gran Teatro CaixaBank Príncipe Pío,https://feverup.com/m/128434,"Desde
22,00 €",18 - 27 ago,
musicales,COMETA SOY YO: El espectáculo navideño - Lista de espera,https://feverup.com/m/124481,,,
musicales,We Will Rock You en Gran Teatro Caixabank Príncipe Pío,https://feverup.com/m/95238,"Desde
18,75 €",14 abr - 29 oct,4.6
musicales,"Diversidrag, el dragshow mas inclusivo en Bala Perdida Club",https://feverup.com/m/126492,"10,00 €",18 - 25 abr,
musicales,Cena buffet con barra libre de bebidas y espectáculo Drag,https://feverup.com/m/100982,"49,00 €",14 abr - 30 dic,4.8
musicales,"Tick, Tick... Boom! en el Gran Teatro CaixaBank Príncipe Pío",https://feverup.com/m/118929,"Desde
18,00 €",14 abr - 26 may,4.9
musicales,CantaJuego: ¡Viva mi planeta! Me lo contó un pajarito,https://feverup.com/m/125830,"Desde
12,00 €",20 - 21 may,
musicales,The Opera Locos de Yllana en Gran Teatro CaixaBank Príncipe Pío,https://feverup.com/m/127889,"Desde
22,00 €",21 - 30 jul,
exposiciones,Bowie Taken by Duffy: La exposición,https://feverup.com/m/126236,"Desde
11,92 €",14 abr - 25 jun,4.3
exposiciones,If You Like Cars presenta Autopía 2023,https://feverup.com/m/126148,"20,00 €",22 abr,
exposiciones,Fórmula 1®: La Exposición,https://feverup.com/m/122373,"Desde
13,50 €",14 abr - 04 jun,4.1
exposiciones,Museum of Illusions Madrid: una divertida experiencia inmersiva,https://feverup.com/m/107016,"Desde
14,00 €",14 abr - 11 jun,4.3
exposiciones,Ikono Madrid: una experiencia sensorial y fotográfica única,https://feverup.com/m/104256,"15,00 €",14 abr - 31 dic,4.5
actividades-juegos,Bingo para Señoras con Lorena Castell,https://feverup.com/m/109585,"Desde
22,00 €",09 jun,4.6
actividades-juegos,Esquí en La Pinilla: La nieve más cercana de Madrid,https://feverup.com/m/126183,"Desde
25,00 €",15 abr - 31 may,4.3
actividades-juegos,Paseo a caballo con almuerzo y alojamiento para 2 personas,https://feverup.com/m/88868,"145,00 €",15 abr - 31 dic,4.9
actividades-juegos,Sector 77: El mayor escape room indoor de Europa,https://feverup.com/m/128079,"Desde
18,00 €",14 abr - 25 jun,5.0
actividades-juegos,Perrotón Madrid 2023 Nicka Run contra el Abandono y Maltrato Animal,https://feverup.com/m/67191,"Desde
10,00 €",08 oct,4.7
actividades-juegos,"Festival de campo: actividades, gastronomía, música y más",https://feverup.com/m/125101,"Desde
5,10 €",26 - 28 may,
actividades-juegos,WOW 9. El camino del Guerrero: el mejor espectáculo de MMA,https://feverup.com/m/128137,"Desde
35,00 €",20 may,
actividades-juegos,Fórmula 1®: La Exposición,https://feverup.com/m/122373,"Desde
13,50 €",14 abr - 04 jun,4.1
actividades-juegos,Jarama Classic: el evento de automoción más esperado,https://feverup.com/m/126460,"Desde
30,00 €",,
actividades-juegos,Zoo Aquarium de Madrid,https://feverup.com/m/110857,"Desde
23,00 €",14 abr - 12 jun,4.7
actividades-juegos,Simulador real de Fórmula 1: ¡siente la velocidad!,https://feverup.com/m/91958,"Desde
15,00 €",14 abr - 30 sept,4.9
actividades-juegos,Paseo a caballo por la sierra y cata de vinos con cóctel,https://feverup.com/m/94608,"160,00 €",,
actividades-juegos,"CityPlay: bolera VIP, minigolf y simulador",https://feverup.com/m/99005,"Desde
15,00 €",14 abr - 31 dic,4.5
actividades-juegos,Experiencia con un Hurtan Descapotable por Madrid,https://feverup.com/m/127268,"Desde
99,00 €",15 abr - 27 may,
actividades-juegos,Parque de Atracciones de Madrid,https://feverup.com/m/109371,"Desde
23,00 €",15 abr - 11 jun,4.6
actividades-juegos,¡Entradas para Faunia!,https://feverup.com/m/110849,"Desde
20,00 €",14 abr - 12 jun,4.4
actividades-juegos,Parque Warner Madrid: ¡pura adrenalina!,https://feverup.com/m/109281,"Desde
30,00 €",14 abr - 12 jun,4.7
actividades-juegos,Tiro de hacha: ¡una experiencia salvaje!,https://feverup.com/m/122504,"Desde
13,00 €",15 abr - 30 nov,4.8
actividades-juegos,2 horas en un simulador de golf para 4 + cervezas,https://feverup.com/m/114450,"90,00 €",14 abr - 11 may,
actividades-juegos,Polar Sound Festival próximas ediciones y novedades - Lista de espera,https://feverup.com/m/82665,,,
actividades-juegos,Partida de Laser Tag en Planet Laser Madrid,https://feverup.com/m/123823,"Desde
22,00 €",15 abr - 19 ene,4.9
actividades-juegos,"Tarde de cine, bolos y minigolf en el Palacio de Hielo",https://feverup.com/m/105522,"Desde
15,00 €",17 abr - 28 dic,4.7
actividades-juegos,Dos horas de Beer Pong con barra libre de vino,https://feverup.com/m/126278,"22,00 €",16 abr - 31 dic,
actividades-juegos,Territorio Atleti: museo + tour por el Cívitas Metropolitano,https://feverup.com/m/116692,"24,00 €",14 abr - 27 ago,4.8
actividades-juegos,Juegos de realidad virtual en Virtual Arena,https://feverup.com/m/125486,"Desde
19,00 €",15 abr - 31 dic,5.0
actividades-juegos,Asesinato en el Palacio Real: juego interactivo de misterio,https://feverup.com/m/126016,"19,00 €",,
actividades-juegos,Liga oficial de beer pong: 3 horas de juego + 2 bebidas,https://feverup.com/m/109739,"20,00 €",20 abr - 28 dic,5.0
actividades-juegos,Vuelo en girocóptero-autogiro en Escuela de Aviadores,https://feverup.com/m/119690,"Desde
58,00 €",15 abr - 28 sept,
actividades-juegos,Golf Gourmet Experience: la nueva bolera de golf,https://feverup.com/m/96585,"Desde
10,00 €",02 may - 31 dic,4.4
actividades-juegos,Experiencia de atardecer en la sierra con un Hurtan descapotable y cena,https://feverup.com/m/127266,"Desde
210,00 €",15 abr - 27 may,
actividades-juegos,Sube en un simulador estático Airbus A320,https://feverup.com/m/123250,"75,00 €",17 abr - 14 dic,
actividades-juegos,City Game Malasaña: tour interactivo por Madrid,https://feverup.com/m/118509,"Desde
20,00 €",,
actividades-juegos,Experiencia de realidad virtual en Virtual Planet,https://feverup.com/m/126912,"Desde
24,99 €",14 abr - 31 dic,
actividades-juegos,Ruta a caballo en un entorno único,https://feverup.com/m/74440,"Desde
20,00 €",,4.7
actividades-juegos,El secreto de Madrid: Escape room urbano por las calles de Madrid,https://feverup.com/m/124882,"Desde
27,95 €",,
actividades-juegos,Globos Boreal: ¡vive la inolvidable experiencia de volar en globo!,https://feverup.com/m/94132,"Desde
150,00 €",,4.6
actividades-juegos,Ruta a caballo para 2 personas,https://feverup.com/m/88867,"60,00 €",16 abr - 31 dic,4.9
actividades-juegos,Simulador de golf para 2 + cervezas en H0 Golf House Madrid,https://feverup.com/m/114448,"45,00 €",14 abr - 11 may,
actividades-juegos,Joyas escondidas de Madrid: juego de exploración,https://feverup.com/m/95909,"4,99 €",,4.4
actividades-juegos,Experiencia de Escape Box de película con menú para 2 o 4 personas,https://feverup.com/m/111577,"Desde
45,00 €",15 - 30 abr,4.7
actividades-juegos,¡Conduce un 600 por Madrid!,https://feverup.com/m/80284,"49,00 €",16 abr - 30 sept,5.0
actividades-juegos,"Paintball en grupo, ¡con barbacoa y barra libre!",https://feverup.com/m/62964,"Desde
200,00 €",,5.0
actividades-juegos,Bailaloloco Disco Tour Silencioso,https://feverup.com/m/85173,"Desde
18,00 €",22 abr - 24 jun,5.0
actividades-juegos,Ruta a caballo de fin de semana para 2,https://feverup.com/m/88869,"210,00 €",15 abr - 31 dic,5.0
actividades-juegos,Escape Room urbano: El misterio de la colección robada para hasta 4 personas,https://feverup.com/m/97778,"89,90 €",,
actividades-juegos,Juego de exploración del casco antiguo de Madrid,https://feverup.com/m/95979,"6,99 €",,3.6
actividades-juegos,¡Búsqueda del tesoro por el centro de Madrid!,https://feverup.com/m/94375,"12,00 €",15 - 27 abr,
actividades-juegos,¡Partida de paintball para adultos y niños!,https://feverup.com/m/62945,"Desde
15,00 €",,4.6
actividades-juegos,Una clase particular en H0 Golf House Madrid,https://feverup.com/m/114447,"70,00 €",14 abr - 11 may,
actividades-juegos,¡Simulación de vuelo en un Boeing 737-NG!,https://feverup.com/m/63496,"65,00 €",,4.8
actividades-juegos,¡Alquiler de bicis por Madrid!,https://feverup.com/m/94384,"15,50 €",14 - 25 abr,
gastronomia,Beermad 2023: El festival más cervecero,https://feverup.com/m/127558,Gratis,12 - 15 may,
gastronomia,Buddah Bowl en La Próxima de Velázquez,https://feverup.com/m/122678,"13,90 €",14 abr - 12 may,
gastronomia,Rita's Fest Feria de Abril en Autocine Madrid Fever - 22 de abril,https://feverup.com/m/127057,"Desde
15,00 €",22 abr,
gastronomia,Rita's Brunch by Martini: terraceo en Autocine Madrid,https://feverup.com/m/84063,"Desde
5,00 €",15 abr - 28 may,4.2
gastronomia,Rita's Fest Feria de Abril con Andy y Lucas - 23 abril - Autocine,https://feverup.com/m/127907,"Desde
15,00 €",23 abr,
gastronomia,RIU Plaza España: tapeo en el Edén Gastrobar,https://feverup.com/m/108047,"Desde
30,00 €",15 abr - 13 jul,4.7
gastronomia,"Festival de campo: actividades, gastronomía, música y más",https://feverup.com/m/125101,"Desde
5,10 €",26 - 28 may,
gastronomia,RIU Plaza España: Brunch con las mejores vistas de Madrid,https://feverup.com/m/108567,"35,00 €",16 abr - 31 dic,4.5
gastronomia,"Drag Saturdays en Lola 09: brunch, bingo y drag queens",https://feverup.com/m/91959,"28,00 €",29 abr - 24 jun,4.4
gastronomia,SteakBurger Luchana: menú a tu gusto con aperitivo,https://feverup.com/m/69982,"17,90 €",14 abr - 31 jul,4.6
gastronomia,Buffet Libre de sushi en restaurante Sumo - Fuencarral,https://feverup.com/m/112282,"Desde
15,95 €",14 abr - 24 jun,4.7
gastronomia,Menú ejecutivo en Casa Suecia,https://feverup.com/m/95510,"18,00 €",14 abr - 29 dic,4.7
gastronomia,Cheek to Cheek: noches clandestinas de burlesque,https://feverup.com/m/127176,"78,00 €",14 abr - 29 jul,
gastronomia,El brunch más osado con sabor japo-peruano en Osadía Nikkei 14,https://feverup.com/m/124758,"Desde
25,00 €",15 abr - 30 dic,4.3
gastronomia,"Brunch ""Madrid"" en Le Pain Quotidien",https://feverup.com/m/123965,"15,55 €",14 abr - 02 mar,4.6
gastronomia,BBQ Brunch en el Rooftop de Casa Suecia,https://feverup.com/m/109634,"Desde
34,00 €",16 abr - 31 dic,4.6
gastronomia,Pizzart: menú individual con pizza y bebida,https://feverup.com/m/83065,"13,50 €",14 abr - 31 oct,4.8
gastronomia,Buffet Libre de sushi en restaurante Sumo Grill - Diego de León,https://feverup.com/m/112284,"Desde
14,95 €",14 abr - 24 jun,4.6
gastronomia,OléOlá El mejor musical flamenco del mundo by Cristina Hoyos,https://feverup.com/m/110531,"Desde
46,75 €",14 abr - 26 may,4.6
gastronomia,Brunch a la brasa en Leña Madrid,https://feverup.com/m/126436,"45,00 €",22 abr - 11 jun,4.9
gastronomia,Autocine Madrid Fever: ¡elige tu menú y tus suplementos!,https://feverup.com/m/118532,"Desde
1,50 €",14 abr - 25 may,4.2
gastronomia,The Rock Cats: cena + espectáculo en Bule Bule,https://feverup.com/m/123651,"36,00 €",16 abr - 12 jul,4.5
gastronomia,Brunch vegetariano en Mafrens Madrid,https://feverup.com/m/116921,"20,00 €",14 abr - 21 jul,
gastronomia,Decadente: sabroso menú con postre o café,https://feverup.com/m/80689,"14,90 €",14 abr - 29 dic,4.7
gastronomia,Brunch en terraza con vistas al Palacio Real,https://feverup.com/m/93601,"24,00 €",15 abr - 28 may,4.5
gastronomia,Lavapiés: brunch degustación en Citynizer Plaza + visita a Kaicao,https://feverup.com/m/112500,"Desde
24,00 €",15 abr - 31 dic,4.7
gastronomia,Crea tu poke: Menú saludable en Healthy Poke,https://feverup.com/m/107617,"12,45 €",14 abr - 31 dic,4.7
gastronomia,"Botania, Grupo Larrumba: menú en Plaza de España",https://feverup.com/m/69706,"Desde
24,90 €",14 - 30 abr,4.7
gastronomia,Menú de fin de semana en Mozza Bistró,https://feverup.com/m/126277,"Desde
24,00 €",15 abr - 11 jun,4.9
gastronomia,Buffet libre de sushi en restaurante Sumo - Gran Vía,https://feverup.com/m/102492,"Desde
15,95 €",17 abr - 29 jun,4.6
gastronomia,"Brunch en La barra del Comercial, Mercado de San Antón",https://feverup.com/m/122581,"26,00 €",15 abr - 15 oct,4.8
gastronomia,Menú para 2 en El Castizo Velázquez,https://feverup.com/m/121754,"Desde
49,90 €",14 abr - 30 sept,4.9
gastronomia,Guilty Cookies La Latina: Pack de auténticas New-York-style cookies,https://feverup.com/m/122240,"Desde
11,95 €",14 abr - 23 nov,4.8
gastronomia,Cena buffet con barra libre de bebidas y espectáculo Drag,https://feverup.com/m/100982,"49,00 €",14 abr - 30 dic,4.8
gastronomia,Brunch en El Café de la Ópera,https://feverup.com/m/126974,"28,00 €",14 abr - 31 may,4.0
gastronomia,Menú mexicano para dos en Santita,https://feverup.com/m/123185,"25,00 €",14 abr - 08 feb,3.4
gastronomia,Flamenco de Leones & G.H.Mumm,https://feverup.com/m/122667,"Desde
55,00 €",14 abr - 30 nov,
gastronomia,Pipa&Co Aravaca: ¡delicioso brunch del Grupo Larrumba!,https://feverup.com/m/89721,"22,00 €",15 abr - 09 jul,4.4
gastronomia,Cocido madrileño junto al Teatro Real en el Café de la Ópera,https://feverup.com/m/126973,"29,00 €",16 - 30 abr,
gastronomia,BiBo Madrid: menú de tapeo by Dani García,https://feverup.com/m/115547,"30,00 €",14 abr - 05 may,4.6
gastronomia,Casa Suecia: Bubble Brunch con opción de cóctel y DJ,https://feverup.com/m/92243,"Desde
30,00 €",23 abr - 31 dic,4.6
gastronomia,Menú de hamburguesa en La Penúltima,https://feverup.com/m/122611,"Desde
17,00 €",14 abr - 13 jun,4.9
gastronomia,Toy Panda: los baos más grandes de la ciudad,https://feverup.com/m/58579,"12,00 €",14 abr - 30 jun,4.7
gastronomia,Brunch and Art en el Museo Thyssen: menú brunch y acceso al museo,https://feverup.com/m/118420,"41,50 €",15 - 23 abr,4.2
gastronomia,Restaurante El Recuerdo: Menú fusión en Chamberí,https://feverup.com/m/111104,"32,90 €",14 abr - 30 jun,4.5
gastronomia,El brunch más Descarao en Plaza de España,https://feverup.com/m/103070,"Desde
25,00 €",15 abr - 31 dic,4.6
gastronomia,"Canteo: karaoke, tapa y bebida en PlayBack Madrid",https://feverup.com/m/126170,"14,00 €",19 abr - 27 jul,
gastronomia,SteakBurger Gran Vía: menú con hamburguesa de 160 g,https://feverup.com/m/59055,"12,90 €",14 abr - 30 sept,4.7
gastronomia,Menú degustación peruano en Casa Koi Migrante,https://feverup.com/m/115169,"35,00 €",14 abr - 04 jun,4.7
gastronomia,Menú ejecutivo en Mozza Bistró,https://feverup.com/m/126276,"12,50 €",14 abr - 13 jun,4.9
gastronomia,Menú de Primavera en Mad Gourmets Galería Canalejas,https://feverup.com/m/127011,"Desde
38,00 €",14 - 19 abr,
gastronomia,Menú Take Away para 2 en La Puerta Amarilla,https://feverup.com/m/61515,"25,00 €",14 abr - 31 dic,4.6
gastronomia,Habanera: ¡fin de semana de brunch!,https://feverup.com/m/89719,"25,00 €",16 abr - 30 sept,4.5
gastronomia,Brunch Flamenco con cóctel y show en directo,https://feverup.com/m/112940,"33,00 €",23 abr - 25 jun,4.7
gastronomia,"Marieta, Grupo Larrumba: menú en Castellana",https://feverup.com/m/77507,"Desde
24,90 €",14 - 30 abr,4.5
gastronomia,Menú Italiano en La Pizzería Madrid,https://feverup.com/m/97840,"18,00 €",14 abr - 29 dic,4.8
gastronomia,Picoteo con cervezas en La Próxima de Velázquez,https://feverup.com/m/122679,"Desde
8,00 €",14 abr - 13 may,4.7
gastronomia,"Brunch, Spa & Masaje en el Hotel Hospes 5*",https://feverup.com/m/114638,"Desde
89,00 €",,5.0
gastronomia,"Habanera, Grupo Larrumba: menú fusión en Colón",https://feverup.com/m/69819,"Desde
24,90 €",14 abr - 30 sept,4.5
gastronomia,Brunch en Museo Chicote,https://feverup.com/m/96944,"Desde
29,00 €",16 abr - 25 jun,4.3
gastronomia,Brunch by Goutdhestia & DJ: el brunch más cool de Madrid,https://feverup.com/m/125040,"Desde
35,00 €",16 abr - 17 dic,5.0
gastronomia,Golf Gourmet Experience: la nueva bolera de golf,https://feverup.com/m/96585,"Desde
10,00 €",02 may - 31 dic,4.4
gastronomia,Ella Sky Bar: croquetas y vermut con vistas en Gran Vía,https://feverup.com/m/109274,"8,00 €",14 abr - 30 sept,4.5
gastronomia,Brunch de fin de semana con burbujas en El Pil Pil,https://feverup.com/m/127888,"18,50 €",16 abr - 30 jul,
gastronomia,"Relájese y Disfrute: spa, masaje y comida o cena en Hotel Hospes 5*",https://feverup.com/m/114470,"Desde
99,00 €",,4.3
gastronomia,La Terraza de Colón: el nuevo brunch saludable de moda,https://feverup.com/m/103169,"Desde
29,95 €",15 abr - 30 jul,3.6
gastronomia,Menú a la carta para dos en La Penúltima,https://feverup.com/m/122604,"48,00 €",14 abr - 13 jun,
gastronomia,"Bule Bule, Chueca: brunch musical con DJ e improvisaciones",https://feverup.com/m/95227,"32,00 €",16 abr - 09 jul,4.6
gastronomia,"Hamburguesa de 250 g., patatas fritas y bebida en Tapaloguistas",https://feverup.com/m/124185,"13,00 €",14 abr - 30 dic,4.7
gastronomia,Plant Power Cheese Burger XL en Distrito Vegano,https://feverup.com/m/127736,"100,00 €",16 abr - 31 may,
gastronomia,Brunch con champagne en la terraza de La Espumosa,https://feverup.com/m/112228,"28,00 €",15 abr - 31 dic,4.5
gastronomia,Menú de comida casera en Zuppa Restaurante,https://feverup.com/m/114824,"Desde
20,00 €",16 abr - 31 oct,4.8
gastronomia,Degustación de 3 copas de vino y 3 tapas en VinoPremier,https://feverup.com/m/71643,"12,00 €",,4.3
gastronomia,Sargo: Cocina tradicional para 2,https://feverup.com/m/61922,"60,00 €",14 abr - 30 sept,4.7
gastronomia,La Mordida: menú Premium para 2 personas con jarra de margaritas,https://feverup.com/m/91853,"59,90 €",14 abr - 31 dic,4.6
gastronomia,Buffet Libre de sushi en restaurante Sumo - Princesa,https://feverup.com/m/112283,"Desde
15,95 €",17 abr - 29 jun,4.6
gastronomia,Raciones y cervezas en La Penúltima,https://feverup.com/m/122616,"Desde
15,00 €",14 abr - 13 jun,4.9
gastronomia,"BiBo Madrid, de Dani García: vive la experiencia",https://feverup.com/m/66410,"39,00 €",14 abr - 13 jun,4.8
gastronomia,Brunch castizo en Casa Orellana,https://feverup.com/m/127886,"26,00 €",06 may - 28 ene,
gastronomia,Menú del día castizo en Casa Orellana,https://feverup.com/m/128035,"15,00 €",17 abr - 29 jun,
gastronomia,"Menú Hamaiketako, el almuerzo vasco en Sagardi Castellana",https://feverup.com/m/123058,"48,00 €",14 abr - 13 jul,4.6
gastronomia,Menú degustación italiano para dos en Memento Madrid,https://feverup.com/m/124738,"65,00 €",14 abr - 01 ene,5.0
gastronomia,Bocata y monólogo en Tapaloguistas,https://feverup.com/m/127875,"15,00 €",15 - 29 abr,
gastronomia,"Pipa&Co Salamanca, Grupo Larrumba: menú fusión en el centro de Madrid",https://feverup.com/m/90162,"Desde
24,90 €",14 - 30 abr,4.7
gastronomia,Ôven Fuencarral: adéntrate en la Toscana,https://feverup.com/m/102790,"19,90 €",14 abr - 30 sept,4.7
gastronomia,Perrachica: ¡delicioso brunch en pleno Chamberí!,https://feverup.com/m/96258,"25,00 €",15 abr - 09 jul,4.6
gastronomia,"Sargo: menú de huerta, mar y montaña",https://feverup.com/m/61920,"29,00 €",14 abr - 31 may,4.7
gastronomia,Menú Nikkei: cocina peruana japonesa en Osadía Nikkei 14,https://feverup.com/m/123821,"Desde
19,00 €",16 abr - 30 jun,4.4
