descripcion,sku,imagen,latitud,longitud,lugar
"  ¡Universal Music Festival regresa en 2023! El ciclo de conciertos que llena de música el majestuoso Teatro Real de Madrid vuelve en su séptima edición con una nueva e impresionante programación de artistas en directo. Una apuesta que nos trae tanto a artistas que abrieron camino en su género, como Kraftwerk y su deslumbrante música electrónica o Gilberto Gil y la Música Popular Brasileña, como a artistas con gran proyección de futuro como Israel Fernández en el mundo del flamenco o Lola Índigo en urbano y pop. Su propuesta concluye con músicos consumados como Rufus Wainwright o Gloria Trevi. Un evento que destaca en el verano musical madrileño. ¡Consigue tus entradas para Universal Music Experience 2023 en el Teatro Real de Madrid!",127244,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/88280858-c3dc-11ed-a2fe-1e49edbdabbd.jpg",40.418299,-3.710578,Teatro Real
"lelight  trae la magia de una experiencia musical en vivo a lugares increíbles en Madrid. ¡Consigue tus entradas para Candlelight Jazz: Frank Sinatra en el Ateneo de Madrid!   👉 Experiencia apta para su compra con el   Bono Cultural Joven   del Ministerio de Cultura y Deportes. Puedes consultar las preguntas frecuentes al respecto y sus respuestas  aquí   _x000D_
🕯️ ¡Disfruta de una noche mágica junto a  Candlelight y las velas Symphony Candles ! Inspirado en la música, Symphony se origina a partir de la idea de la orquesta, donde los instrumentos de todo tipo hacen eco entre sí para crear música armónica. Las velas parpadean al ritmo de la música, nacen con el modo de detección de ritmo patentado y emiten señales a medida que avanza el ritmo 🕯️   Información  📍 Lugar: Ateneo de Madrid 📅 Fecha y hora: 25 de mayo a las 19:00 y las 21:00 ⏳ Duración del concierto: 70 minutos aprox. (apertura de puertas 45 minutos antes, no se podrá acceder tras el inicio) 👤 Edad: a partir de 8 años. Los menores de 16 años deberán acudir acompañados por un adulto ♿ Accesibilidad: recinto habilitado para personas en silla de ruedas ❓ Puedes consultar las preguntas frecuentes y sus respuestas  aquí  🕯️ Si deseas reservar un concierto privado, haz clic  aquí  🎻 Consulta todos los  conciertos Candlelight  en Madrid ⚡️ Desplázate en taxi hasta esta experiencia con FREENOW y  un descuento exclusivo del 20%  que podrás disfrutar tanto a la ida como a la vuelta, una vez introduzcas tu destino en la app. Y si eres nuevo usuario, disfruta de un 50% de descuento utilizando el código CANDLE en tu primer viaje en taxi, coche compartido, bici, moto o patinete.*  * Promociones no acumulables.    Programa Candlelight Jazz: Frank Sinatra en el Ateneo de Madrid  _x000D_
 _x000D_
 The way you look tonight _x000D_
 New York, New York _x000D_
 Santa Claus is coming to town _x000D_
 Frosty the Snowman _x000D_
 White Christmas _x000D_
 Rudolf the red nosed reindeer _x000D_
 I've got you under my skin _x000D_
 Fly me to the moon _x000D_
 That's life _x000D_
 Cheek to Cheel _x000D_
 You make me feel so young _x000D_
 Sweet Lorraine _x000D_
 _x000D_
   Intérpretes:  _x000D_
 _x000D_
 Paolo Furio: contrabajo _x000D_
 Quique Gómez: voz _x000D_
 Martin Holland: batería _x000D_
 Julio Martín: piano _x000D_
 _x000D_
  _x000D_
   _x000D_
 ",105192,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/be45d778-daaf-11ed-be7f-e6b5562ee208.jpg",40.4150947,-3.6981959,Ateneo de Madrid
"  ¿Quieres vivir el concierto en directo de la banda de rock más grande que jamás haya existido? ¡Prepárate porque llega Rockin'1000! Un proyecto que reúne a cientos y cientos de cantantes, guitarristas, teclistas, bajistas y más músicos, sobre un único y gran escenario en el centro del Cívitas Metropolitano de Madrid. Una banda formada por mil artistas tocando y cantando en perfecta sintonía los clásicos nacionales e internacionales más grandes del género. Vive un espectáculo de rock épico, que ya ha conquistado las grandes capitales del mundo y que llega a Madrid para hacer historia. ¡Sé testigo de un concierto único en el mundo desde el público! ¡Consigue tu Tarjeta Regalo para Rockin’1000 en Madrid!",126024,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/3aa1b448-ade4-11ed-a7c9-bae73f740b83.jpg",40.436913,-3.5993815693129,Cívitas Metropolitano
"  The New Raemon es el proyecto del músico catalán Ramón Rodríguez, autor de una discografía compuesta por 16 álbumes, siempre a caballo entre el folk, el indie y el pop. Sus letras están cargadas de ironía y cierta melancolía, para unas composiciones detallistas y delicadas. The New Raemon llegan al Teatro Eslava a celebrar un acontecimiento muy especial: el 15º aniversario de la salida de su primer álbum, «A propósito de Garfunkel”, uno de los pilares del pop español de las últimas décadas. Además en este concierto contará con dos artistas invitados: Leia Destruye y Castro. ¡Consigue tus entradas para The New Raemon en concierto en Teatro Eslava, Madrid!",123298,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/e088d926-7d66-11ed-b47e-263300b709ed.png",40.417085,-3.706502,Teatro Eslava
"  _x000D_
Alfonso (La Cruz) nació en Caracas, Venezuela. Tras su paso por el talent show de Operación Triunfo en 2018 presentó su primer lanzamiento titulado ""Nadie te va a querer"" conseguiendo entrar en varias radios nacionales. En 2020 actúa en espacios reconocidos a nivel mundial como el Wizink Center de Madrid y Palau San Jordi de Barcelona. Este 2023, presenta en Bala Perdida club su nuevo álbum, ""Hawaira"". Un álbum compuesto por 8 temas que hablan sobre el amor, la traición, decepciones, ilusiones y también del lado Red Flag y su lado mas fantasioso. ¿Quieres disfrutar de su música en directo? ¡Consigue tus entradas para el concierto de La Cruz en Bala Perdida Club, Madrid!",128109,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/13341770-d2bf-11ed-b1d8-6266b8b710d7.jpg",40.413367,-3.700664,Bala Perdida Club (Hotel Axel Madrid)
"  Doce de la madrugada, un sótano en el centro de Lavapiés, humo, música en directo, artistas de la noche, maquillaje, baile, risas, cuerpos, copas… Keka y Rufino vienen a dar show con su banda de rock. ¿Nos fiamos? ¿se les irá de las manos? Puede ser. Cada semana traen artistas nuevas del barrio a este ¿cabaré?¿concierto? ¿antro? ¿comedia? ¿discoteca? ¡Qué más da! Si te gusta la música y las actuaciones en directo mientras tomas una copa o cerveza, este es tu espectáculo. ¡No te lo puedes perder! ¡Consigue tus entradas para Libertinas Escalera Cabaré en La Escalera de Jacob, Madrid!",122371,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/85cda71a-6cda-11ed-8a61-b6dd4584bc1d.jpg",40.411291,-3.702635,La Escalera de Jacob de Lavapiés
"  Un espectáculo impactante que ha triunfado en el Teatro Pleyel de París, en el que como por arte de magia, María Callas vuelve a escena radiante, con su inolvidable voz, gracias a la técnica del holograma. María Callas volverá a escena con una proeza tecnológica en 3D desarrollada por la empresa de Estados Unidos BASE Hologram, coproductora del show, consiguiendo que la mítica cantante lírica se muestre nuevamente al público como si estuviera allí de nuevo, en carne y hueso. ¡Consigue tus entradas para Callas en concierto en holograma en Gran Teatro Caixabank Príncipe Pío, Madrid!_x000D_
_x000D_
    ",95230,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/e312cd0e-90dc-11ec-ba32-2ee92f5b2813",40.420915,-3.7188,Gran Teatro CAIXABANK Príncipe Pío
"  Daniel Diges presenta su nuevo espectáculo Cineman Show, un emocionante viaje musical por las canciones más emblemáticas de la historia del cine. Con su particular sentido del humor y junto a músicos en directo, hará un recorrido por las melodías y anécdotas de películas que nos han marcado a todos, como “Cinema Paradiso”, “Ghost”, “Mary Poppins”, “La La Land”, “El Gran Showman”, “Rocketman”, “Gladiator”, entre otras muchas. Un espectáculo para toda la familia, divertido y fresco, donde Daniel se muestra tal y como es, entregándose a su público con un único objetivo: hacerles disfrutar. ¡Consigue tus entradas para Cineman Show de Daniel Diges en Gran Teatro CaixaBank Príncipe Pío, Madrid!",109724,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/7bb8884c-8272-11ec-a316-c202bffd768d.jpg",40.420915,-3.7188,Gran Teatro CAIXABANK Príncipe Pío
"  El espectáculo internacional que revive a Whitney Houston en holograma tendrá su estreno mundial en Madrid, en el Gran Teatro CaixaBank Príncipe Pío. La última tecnología desarrollada por Base Hologram, un aclamado equipo creativo, como Fátima Robinson, directora de arte nombrada como una de las 100 personas más creativas en el show business, o Keith Harris, director musical ganador de un premio Grammy, son algunos de los nombres propios que han llevado a escena este espectacular show, supervisado por la hermana de Whitney Houston. Tras retrasar su estreno en Las Vegas debido a la situación mundial, será Madrid la ciudad que acogerá el gran estreno de la temporada._x000D_
_x000D_
    ",95233,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/f6033d2c-5bdb-11eb-8b1e-06551cb39bc6.jpg",40.420915,-3.7188,Gran Teatro CAIXABANK Príncipe Pío
"  ¿Quién no tiene algún recuerdo ligado a una de las canciones de Mocedades o Los Panchos? ¿Te imaginas verlos juntos en concierto? Mocedades está celebrando sus más de 50 años junto al Trío Los Panchos, representados por su última primera voz, Rafael Basurto Lara. Ellos son un referente mundial del bolero y la balada romántica. ¿Quieres escucharlos en directo? ¡Consigue tus entradas para Mocedades y Los Panchos: 50 años contigo en Gran Teatro CaixaBank Príncipe Pío, Madrid!",125138,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/7d7f3eea-a149-11ed-a281-3ea29eb55a7e.jpg",40.420915,-3.7188,Gran Teatro CAIXABANK Príncipe Pío
"  If You Like Cars vuelve con Autopía, el mejor evento para los amantes de los automóviles, las motos y su cultura, y lo hace de un modo único. ¿Te imaginas paseando por un precioso bosque privado, nunca antes abierto al público, mientras te rodean 600 coches clásicos y especiales acompañados de las motos más majestuosas ocultos entre olivos centenarios y un paisaje de ensueño? Eso es Autopía, un idilio automovilístico en el bosque que tendrá lugar en el exclusivo Bosque del Santander. Una experiencia donde disfrutarás a la sombra de los árboles de la cultura del mundo del motor de ayer y de hoy, buena música en directo y deliciosa comida desde la mañana hasta el ocaso. Además, ven a disfrutar con tu perro porque habrá reunión canina Ifyoulikedogs. ¡Consigue tus entradas para If You Like Cars presenta Autopía 2023, Madrid!",126148,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/daf89db0-aedb-11ed-8f5e-4292ea32a3b4.jpg",40.388185,-3.869463,El Bosque del Santander
"  Adéntrate en los efervescentes años setenta y en el proceso creativo de dos artistas extraordinarios. Bowie Taken by Duffy es una exposición única que nos acerca a las cinco sesiones fotográficas que compartieron el fotógrafo Brian Duffy y el legendario David Bowie entre 1972 y 1980. De ellas surgieron imágenes y portadas de discos como Ziggy Stardust, The Thin White Duke, Scary Monsters o el icónico Aladdin Sane. Disfruta de un recorrido inédito que reúne copias vintage, más de 150 objetos del Archivo Duffy y entrevistas en vídeo nunca vistas de las personas que colaboraron con Bowie en las célebres sesiones fotográficas. Brian Duffy se acercó todo lo que pudo a David Bowie en estas cinco ocasiones y, gracias a sus imágenes, el resto de los mortales también podemos acercarnos al mito con nuestros propios ojos. ¡Consigue tus entradas para Bowie Taken by Duffy en Madrid!",126236,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/3793f488-b13a-11ed-a818-322fd7f00fe9.jpg",40.424149,-3.698447,Colegio Oficial de Arquitectos de Madrid - COAM
"  Cinco cantantes líricos son los protagonistas de The Opera Locos, un espectáculo cómico operístico en el que los grandes éxitos de la ópera se fusionan con otros estilos musicales de la forma más original. Con una singular puesta en escena, cuidada estética y el sentido de la comedia de Yllana, The Opera Locos consigue crear una experiencia nueva y diferente a la hora de experimentar la ópera y, sobre todo, acercarla a todos los públicos de una manera fresca, inusual y divertida. ¡Consigue tus entradas para The Opera Locos de Yllana en el Gran Teatro Caixa BankPríncipe Pío, Madrid!",127889,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/b3aae408-cefb-11ed-8ed4-a2364620dbbb.jpg",40.4216710123002,-3.718590423422859,Gran Teatro CaixaBank Príncipe Pío
"  Fórmula 1®: La Exposición es una innovadora aventura narrativa a través del extraordinario mundo de la Fórmula 1, perfecta por igual para los más ávidos seguidores de la F1, aficionados más jóvenes y familias. Esta exposición ha sido desarrollada en colaboración con la Fórmula 1 y cuenta con una amplia gama de objetos nunca antes vistos y contribuciones de los equipos, expertos y personalidades más legendarias del Grand Prix™. No pierdas la oportunidad de descubrir más sobre el trepidante deporte de la F1. ¡Consigue tus entradas para Fórmula 1®: La Exposición en IFEMA MADRID!",122373,"https://applications-media.feverup.com/image/upload/f_auto,w_550,h_550/fever2/plan/photo/461f2656-6c09-11ed-a41c-f6c293ff9a3a.jpg",40.464292,-3.616393,IFEMA
"  Señoras de la comedia es un show de humor hecho por Sara Drama & Carmen Orellana para ti, ¡señora! Sara Drama se define como una marujindie. Se compra la ropa en el mercadillo y sale de la peluquería con los rulos en la cabeza. Su sueño es tener un hijo para hacerle tuppers cuando vaya a la universidad. Carmen Orellana es una cómica andaluza que lleva toda la vida intentando hacer reír desde un escenario. A veces lo consigue y a veces no. Ha trabajado en series como La Veneno y películas como Operacion Camarón. Actualmente está en proceso de selección para sustituir a La Pedroche en las Camapandas de 2023. ¿Te vienes? ¡Consigue tus entradas para Señoras de la comedia: Sara & Carmen en Mad Beer Hall, Madrid!",127308,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/44a52a20-cc8d-11ed-aed0-163dc3ec9b53.jpg",40.43581968270394,-3.631190553969353,MadBeerHall
"   Puy du Fou España ¡abre las puertas de un nuevo mundo! Inspirado en el concepto original francés que ha sido elegido dos veces como “Mejor parque del Mundo”, Puy du Fou España inaugura 30 hectáreas para viajar en el tiempo. De la mano de Puy du Fou España podrás vivir una experiencia inolvidable cargada de fuertes emociones con grandes espectáculos para toda la familia. Te emocionarás con los cuatro shows de día y los paseos por las calles de cuatro pueblos de época en un entorno natural de más de 30 hectáreas con más de 300 animales. Puy du Fou España, ¡la historia te espera! ¡Consigue tus entradas para Puy du Fou: El Sueño de Toledo",111878,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/318446b2-a473-11ec-a5e5-d2fbc6b3780b",39.840526,-4.086925,Puy du Fou España
"  Disfruta de una aventura interactiva en Sweet Space, un museo de las chuches único, lleno de experiencias innovadoras y mucha diversión. Uniendo arte y las nuevas tendencias digitales, Sweet Space llega a Madrid como primera ubicación de una gira que irá a diferentes lugares de Europa. En Sweet Space, todo ha sido diseñado para crear un entorno inclusivo y diverso, una conexión humana a través del poder universal del gusto. Realizarás un recorrido por salas temáticas con exposiciones interactivas que transforman conceptos y sueños en espacios que inspiran la imaginación, creatividad y por supuesto... ¡un toque de dulzura! Artistas, creativos y diseñadores reconocidos como  Agatha Ruiz de la Prada, Misterpiro y Antonyo Marest  se han unido para exponer piezas e historias seleccionadas que estimularán tus sentidos de formas inesperadas. Si quieres viajar a este lugar mágico, compra tus tickets y prepara tu cámara. ¡Disfrutarás de una experiencia de categoría! ¡Consigue tus entradas para Sweet Space Madrid!",92796,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/079a2f0a-90c8-11ed-b448-aa992b25e025.jpg",40.432412,-3.68699,ABC Serrano
"  El Museo Reina Sofía es un diamante en bruto para los aficionados de la historia del arte. Sáltate la cola de acceso y contempla algunas de las obras de arte contemporáneo más influyentes como El Guernica de Picasso u otras obras míticas de grandes pintores de la historia de Dalí, Miró o Juan Gris. Una experiencia que no te puedes perder si eres un amante del arte. ¡Consigue tus entradas sin colas al Museo Reina Sofía, Madrid!",127994,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/cf0227fe-d2cd-11ed-bbd6-fa5242ebc166.jpg",40.4079123,-3.6945569,Museo Reina Sofía
"  ¡Vive una noche mágica, de espectáculo y diversión en la sala Gula Gula! El mítico restaurante cerró su local de Gran Vía, pero parte de su equipo artístico decidió continuar con el sueño y la magia para ofrecerte una experiencia increíble. Un elenco artístico de lujo con algunas de las Drag Queen más importantes de nuestro país, artistas invitados y un equipo de camareros y profesionales, hacen que las noches en Gula Gula brillen con luz propia. Primero disfrutarás de un increíble buffet libre de comida y bebida, para luego dar paso al espectáculo. ¡Vive una experiencia única en la ciudad y pásalo de lujo! ¡Consigue tus entradas para The Original Gula Gula Drag Show en Madrid",100982,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/22bd84fc-4895-11ec-b8c4-127eb9f86d10.jpg",40.4205,-3.707641,Gula Gula Madrid
"  ""La graduación"" es una obra de humor negro. El público es partícipe activamente del acto de graduación, ya que ellos son los graduados. Una obra inmersiva donde el público elige un bando. Una pieza que, a través del humor negro, nos habla de la muerte y de quienes asesinan. ¡Consigue tus entradas para La graduación en Bala Perdida Club, Madrid!",127874,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/5dd17756-ce0e-11ed-898d-2aac97eab81b.jpg",40.413367,-3.700664,Bala Perdida Club (Hotel Axel Madrid)
"  ¿Te vienes al teatro Alfil de Madrid a ver una divertida obra de teatro? Yllana lleva viajando internacionalmente gran parte de su existencia, y durante todos esos viajes han surgido un sinfín de anécdotas divertidísimas que querían plasmar en un show. Passport es la historia de 4 cómicos de gira por un país llamado Komedistan. Los problemas en la aduana para entrar, el conflicto con el idioma en un restaurante, hospedarse en un hotel desastroso y el antes y después de una función resumen la experiencia de trabajar en el extranjero. Passport es un homenaje a la vida de los artistas que cruzan fronteras con el propósito final de compartir la risa por todo el planeta. ¿Quieres divertirte con esta desternillante obra de teatro? ¡Consigue tus entradas para Passport en el Teatro Alfil de Madrid",115368,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/95091f8e-e34b-11ec-8ec7-b6226ca194a0.jpg",40.423213,-3.704655,Teatro Alfil
"  ¿Es realmente posible hacer magia? ¿Es posible incluso que sea el espectador quien la haga? Quizás te sorprenda verlo. Un nuevo espectáculo de El Alusionista. Tras su éxito, que sigue gozando, con 'Liando la Magia Parda' y 'Hasta que acabes alusionado', nos regala esta maravilla: 'Magia a Saco', quizás su espectáculo más imposible. Un despliegue de IMPOSIBLES, uno tras otro y con un nexo de unión. El Alusionista, además de mago, es actor y clown. Algo que hace que su espectáculo también sea desternillante y multidisciplinar y, sobre todo, diferente, ya que El Alusionista, en este nuevo espectáculo te hará la magia en tus ojos como nunca antes se ha hecho y, lo más curioso, en muchas ocasiones serás tú quien haga la magia. ¿Sabías que El Alusionista ha participado recientemente en GOT TALENT? ¡Consigue tus entradas para Magia a saco, De Marco El Alusionista, magia familiar en Off Latina Teatro, Madrid!",119989,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/8e662192-44bf-11ed-9b61-e23c80da18e5.jpg",40.41212,-3.711986,Off Latina
"  Asiste a un encuentro inspirador con el autor Luis Álvarez que te dará respuestas y motivaciones a través de historias, cuentos y anécdotas que seguro te harán reflexionar, pensar y disfrutar en un encuentro natural, cercano y muy entretenido. Desde tu butaca vas a vivir un viaje reflexivo y divertido que te guiará para que tus propias respuestas las encuentres tú. ¡Consigue tus entradas para Luis Álvarez: Descubre la magia que hay en ti en el Gran Teatro CaixaBank Príncipe Pío, Madrid",123616,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/072a6af2-8219-11ed-b19f-9a1f9a7c960c.jpg",40.4216710123002,-3.718590423422859,Gran Teatro CaixaBank Príncipe Pío
"  Tras el éxito de Putos 30, nos embarcamos en este monólogo de la cómica María Simón en el que nos presenta el dilema de la sexualidad a partir de sus vivencias. Divertida e irreverente, no podrás dejar de reír. Todas tus dudas sexuales planteadas por una mamarracha que creemos que no tiene mucha idea… ¿o sí? ¡Consigue tus entradas para Sex o no sex en La Escalera de Jacob, Madrid",119346,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/18297be6-38fd-11ed-a3e9-4e604834bc1c.jpg",40.411291,-3.702635,La Escalera de Jacob de Lavapiés
"  Hoy han publicado una habitación en idealista y Miriam, Zuazo y Karlos se apresuran a contactar con el arrendatario... lo que no saben es que les hará pasar las pruebas más locas si quieren conseguir la habitación. Y, lo peor de todo, un candidato sorpresa les podrá quitar esa habitación en el último momento. ¿Quién será mi Roomie? es un concurso improvisado en que los participantes tendrán que enfrentarse a las pruebas maquiavélicas que imagine nuestro loco presentador. Impro, retos y sobre todo muchas risas en el concurso más loco que jamás hayas visto. ¡Consigue tus entradas para ¿Quién será mi Roomie? en La Escalera de Jacob, Madrid!",127869,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/db069894-d928-11ed-8d31-ca0c503fd329.jpg",40.411291,-3.702635,La Escalera de Jacob de Lavapiés
"  Reflexiones de una actriz sobre la soledad en nuestro tiempo. ¿Te has solo cuando te apetecía estar con otras personas? La amistad mejora nuestra salud mental. ¿Elegimos estar solos? ¿Nos produce rechazo la soledad no elegida? ¿Por qué cuesta tanto hacer amigas en la edad adulta? ¡Consigue tus entradas para La soledad no elegida en Off Latina Teatro, Madrid!",127873,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/af19c9e6-ce0f-11ed-bdba-aafe0664d500.jpg",40.41212,-3.711986,Off Latina
"  Pagagnini es el espectáculo que Yllana coproduce junto a Ara Malikian. Reúne en un mismo plano el humor y la locura de Yllana y la música. A través del virtuosismo de cuatro grandes músicos, Pagagnini repasa algunos momentos cumbre de la música clásica fusionados con otros estilos musicales, consiguiendo un divertido y sorprendente ""Des-Concierto"", con el que pretenden reinventar la manera de concebir un recital, llegando al gran público. ¡Consigue tus entradas para Pagagnini de Yllana en el Gran Teatro Caixa BankPríncipe Pío, Madrid!",127885,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/2ae478c8-ced8-11ed-abe8-62c95b10b568.jpg",40.4216710123002,-3.718590423422859,Gran Teatro CaixaBank Príncipe Pío
"  Durante estas navidades en El mundo del Revés, y en una lejanas tierras de ""Era casi casi una vez"", las historias se cuentan de otra manera muy distinta. Y el Príncipe Tiador y la Princesa Ágora se han enterado de ello e intentan descubrirlo haciéndose pasar por los personajes de sus cuentos como sus protagonistas, e invitando al publico a subir al escenario y ser parte de lo que está por suceder al inicio o final de cada cuento. ¡Consigue tus entradas para Era casi una vez en Off Latina Teatro, Madrid!",123561,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/1fd65184-81e1-11ed-938a-aee9c3dec6f6.jpg",40.41212,-3.711986,Off Latina
"  El amor patológico, el amor como valor, el rutinario, el destructivo, el pasional, el poliamor… ¿Quién podría elegir un único modelo en pleno siglo XXI? Desde un camarero, a una secretaria, pasando por el chavalito del parque del, todos ellos narrarán sus historias de luchas y desafío por comprender de qué manera seguir encontrando el compromiso, la pasión o la intimidad en el momento actual que vivimos, una sociedad líquida en la que, sin embargo, todos perseguimos aquellos tan esencialmente humano: el amor. Con la comedia como principal plato, llega un texto teatral cruelmente divertido: ¿Amor a medias? ¡Consigue tus entradas para Amor a medias: Una comedia llena de historias en Black &amp; White, Madrid!",128429,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/ba629bf4-d880-11ed-a5d5-662b3513e11f.jpg",40.4226785,-3.6967547,Black & White
"  Maestrissimo es un espectáculo «allegro e molto vivace», a mitad de camino entre el concierto de cámara, la comedia satírica y el retrato de época, en el que se muestran, al más puro estilo Yllana, las aventuras y desventuras de un cuarteto de cuerdas en un período indeterminado entre los siglos XVII y XVIII (Barroco y Neoclasicismo). Un músico de relleno, un segundón sin apellidos, pero con un talento descomunal, intentará progresar en el escalafón y alcanzar el título de maestrissimo. ¿Serán su talento y su genialidad suficientes como para hacerse un hueco en un mundo tan jerarquizado? ¿Conseguirá el prestigio que por derecho se merece? ¡Consigue tus entradas para Maestrissimo de Yllana en el Gran Teatro Caixa BankPríncipe Pío, Madrid!",128434,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/43a708e8-d884-11ed-9dfc-ae7da749eabd.jpg",40.4216710123002,-3.718590423422859,Gran Teatro CaixaBank Príncipe Pío
"  ¡Llega el concurso drag que revolucionará Madrid! Una drag queen es una artista 360° y mucho más, es como un Huevo Kinder, casi siempre trae sorpresa. Cada miércoles, podrás disfrutar de todo tipo de shows, desde un stand-up comedy, coreografías de baile y hasta un lyp sinc. En este concurso habrá dos tipos de jurados y tú formarás parte de uno de ellos. Con tu entrada, tendrás la responsabilidad y el derecho de votar a tu favorita. Además, habrá un jurado profesional compuesto por grandes artistas. ¡Consigue tus entradas para I want your drag, el concurso drag de Madrid en Bala Perdida Club!",124754,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/070babaa-b28c-11ed-bc4d-5257ff8cd45a.jpg",40.413367,-3.700664,Bala Perdida Club (Hotel Axel Madrid)
"  IKONO Xperience Madrid es un espacio único en España, una galería de arte contemporáneo completamente sensorial donde disfrutarás de la fotografía a través de los diferentes espacios. A través de un recorrido de una hora por sus salas, viajarás a distintos mundos creados con luces, colores, formas, tactos y olores. Déjate llevar por las diferentes sensaciones y siente la inspiración en cada espacio. En colaboración con artistas locales, se mezclan de arte y la originalidad para crear espacios irrepetibles para tus fotos. Ser ikónico depende de ti. ¿Te atreves? ¡Consigue tus entradas para IKONO Xperience Madrid!",104256,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/e9a51372-1e2e-11ed-a5a8-26e4901cba9a.jpg",40.40899,-3.69345,Ikono Madrid
"  Los sainetes de los Álvarez Quintero, verdaderos genios del humor Andaluz, que se presentan aquí son situaciones muy cotidianas que han pasado, pasan y pasarán a lo largo de la historia. ¿Cuántas veces hay enredos en las celebraciones de los aniversarios?, ¿quién no ha intentado encontrar pareja utilizando intermediarios o a toda prisa?, ¿o quién no ha esperado que esa persona que le gusta le diga algo y se desespera? Pues estos sainetes, siempre tratados con humor inteligente y acento andaluz, llevan 150 años representándose y seguirán. En este caso, los personajes te presentarán las obras y te introducirán en su época de una manera muy divertida. ¡Consigue tus entradas para Sainetes andaluces en Teatro Victoria, Madrid!",127426,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/2599c964-c4e1-11ed-99ae-1ab410158ae9.jpg",40.42379,-3.705547,Teatro Victoria
  ¡Ven y conoce el misterioso mundo de las ilusiones y experimenta lo que creíste imposible! Un museo de las ilusiones ópticas donde verás trucos divertidos y asombrosos te enseñarán sobre la visión y la percepción del cerebro humano. Conseguirán sorprenderte demostrándote que a veces vemos las cosas de una manera diferente a lo que en realidad son. ¡Un lugar único con increíbles experiencias donde la diversión está garantizada! Asegúrate que la batería de tu móvil esté cargada para tomar un sinfín de fotos de las innumerables ilusiones que te dejaran boquiabierto. No te pierdas esta emocionante aventura en la que podrás desconcertar a tus sentidos y descubrir que nada es lo que parece. ¡Consigue tus entradas para Museum of Illusions Madrid,107016,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/82d1699a-51d1-11ec-810c-36b5641cff5a",40.413467,-3.70389,Museum of Illusions Madrid
"  ¿Sabías que Bule Bule está revolucionando Madrid? The Rock Cats es el dinner show más original de la capital, una propuesta de cena con espectáculo en vivo, que cuenta con actuaciones musicales que hacen un recorrido por lo mejor del rock y del pop de todos los tiempos desde los 70, 80, 90 hasta la actualidad. ¿Te vienes? ¡Consigue tus entradas para The Rock Cats: cena + espectáculo en Bule Bule, Madrid!",123651,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/bab9d788-8c1e-11ed-a860-c2e416e955a4.jpg",40.41964,-3.69706,Bule Bule
